Date,Region,Product,Salesperson,Units_Sold,Unit_Price,Category,Revenue,Cost,Profit
2024-09-13 00:00:00,North,Smartwatch,Frank,1,1274,Accessories,1274,1101.736705,172.2632952
2024-01-05 00:00:00,North,Headphones,Frank,4,1264,Accessories,5056,3371.382277,1684.617723
2024-08-05 00:00:00,North,Camera,Bob,13,1192,Electronics,15496,9822.497583,5673.502417
2024-09-11 00:00:00,North,Tablet,David,17,1383,Electronics,23511,18918.36553,4592.634466
2024-12-24 00:00:00,East,Printer,Bob,11,945,Office,10395,7611.343041,2783.656959
2024-10-09 00:00:00,North,Monitor,Hannah,2,620,Office,1240,1040.331828,199.6681717
2024-07-25 00:00:00,East,Tablet,Alice,16,1756,Electronics,28096,24118.54706,3977.452936
2024-01-15 00:00:00,West,Smartwatch,Grace,2,470,Accessories,940,802.5688634,137.4311366
2024-12-11 00:00:00,South,Mobile,Charlie,19,1542,Electronics,29298,20329.96323,8968.036769
2024-02-11 00:00:00,North,Tablet,Charlie,19,200,Electronics,3800,2856.322369,943.6776307
2024-06-27 00:00:00,South,Camera,Grace,16,760,Electronics,12160,9667.717048,2492.282952
2024-03-03 00:00:00,South,Smartwatch,David,19,1781,Accessories,33839,23572.07571,10266.92429
2024-12-17 00:00:00,,Printer,Hannah,9,1988,Office,17892,10955.80469,6936.195315
2024-08-18 00:00:00,South,Headphones,Frank,1,1067,Accessories,1067,798.8621688,268.1378312
2024-08-28 00:00:00,East,Camera,David,10,342,Electronics,3420,2065.15161,1354.84839
2024-02-21 00:00:00,South,Smartwatch,Frank,19,852,Accessories,16188,14329.51541,1858.484588
2024-04-05 00:00:00,South,Camera,,1,611,Electronics,611,512.6321123,98.36788767
2024-08-09 00:00:00,South,Tablet,Charlie,2,948,Electronics,1896,1246.815161,649.1848391
2024-08-18 00:00:00,North,Printer,David,16,654,Office,10464,7181.145234,3282.854766
2024-08-24 00:00:00,North,Headphones,Hannah,12,1218,Accessories,14616,13079.15047,1536.849535
2024-05-22 00:00:00,East,Smartwatch,Bob,,325,Accessories,,,
2024-06-19 00:00:00,East,Laptop,Frank,18,1641,Electronics,29538,24667.6773,4870.322702
2024-01-29 00:00:00,North,Monitor,Eva,2,313,Office,626,459.511945,166.488055
2024-02-05 00:00:00,East,Headphones,Eva,13,817,Accessories,10621,9125.868843,1495.131157
2024-01-13 00:00:00,North,Laptop,Bob,6,166,Electronics,996,807.8815482,188.1184518
2024-06-08 00:00:00,West,Camera,Eva,6,495,Electronics,2970,1802.412863,1167.587137
2024-11-22 00:00:00,South,Mobile,Alice,,711,Electronics,,,
2024-07-05 00:00:00,South,Headphones,Frank,16,1135,Accessories,18160,13935.94213,4224.057868
2024-08-30 00:00:00,East,Camera,Bob,11,1360,Electronics,14960,13132.66911,1827.33089
2024-03-26 00:00:00,North,Laptop,David,7,1957,Electronics,13699,8638.712258,5060.287742
2024-10-10 00:00:00,North,Tablet,Frank,10,869,Electronics,8690,6781.230736,1908.769264
2024-03-06 00:00:00,East,Tablet,Bob,10,1522,Electronics,15220,10511.73896,4708.261044
2024-06-18 00:00:00,North,Mobile,,18,506,Electronics,9108,7894.799232,1213.200768
2024-02-14 00:00:00,West,Monitor,Hannah,9,1024,Office,9216,7645.140937,1570.859063
2024-03-02 00:00:00,South,Headphones,David,15,1972,Accessories,29580,21028.74196,8551.258045
2024-05-13 00:00:00,East,Headphones,Hannah,4,1603,Accessories,6412,4168.639646,2243.360354
2024-10-10 00:00:00,East,Headphones,Charlie,8,746,Accessories,5968,3601.38597,2366.61403
2024-01-28 00:00:00,North,Monitor,Frank,9,321,Office,2889,2271.737228,617.2627716
2024-04-17 00:00:00,East,Camera,David,13,1279,Electronics,16627,12001.98616,4625.013835
2024-02-13 00:00:00,West,Printer,Hannah,9,753,Office,6777,4706.131426,2070.868574
2024-12-05 00:00:00,North,Printer,Eva,4,527,Office,2108,1888.031649,219.9683508
2024-10-12 00:00:00,North,Mobile,Hannah,17,1281,Electronics,21777,16111.55319,5665.446814
2024-11-26 00:00:00,North,Headphones,Bob,16,1076,Accessories,17216,14202.36993,3013.630068
2024-05-07 00:00:00,North,Camera,Frank,15,1539,Electronics,23085,15079.6697,8005.330304
2024-12-13 00:00:00,West,Tablet,Alice,3,,Electronics,,,
2024-08-18 00:00:00,North,Laptop,Hannah,5,1449,Electronics,7245,5254.572353,1990.427647
2024-07-08 00:00:00,East,Camera,David,5,470,Electronics,2350,1879.293709,470.7062914
2024-08-12 00:00:00,West,Monitor,David,15,1467,Office,22005,16547.31129,5457.688707
2024-10-09 00:00:00,South,Printer,Grace,18,1385,Office,24930,21617.79714,3312.202859
2024-04-30 00:00:00,South,Printer,Hannah,15,1406,Office,21090,15399.78735,5690.212645
2024-04-25 00:00:00,East,Tablet,Frank,2,949,Electronics,1898,1315.885002,582.1149982
2024-08-20 00:00:00,East,Tablet,Frank,13,955,Electronics,12415,10860.82329,1554.176705
2024-09-15 00:00:00,West,Monitor,Charlie,4,328,Office,1312,947.3173769,364.6826231
2024-12-24 00:00:00,South,Laptop,Grace,10,379,Electronics,3790,2580.589619,1209.410381
2024-07-16 00:00:00,South,Tablet,Hannah,13,1993,Electronics,25909,16304.49025,9604.509748
2024-05-16 00:00:00,South,Mobile,Eva,,1413,Electronics,,,
2024-11-13 00:00:00,South,Laptop,Charlie,9,1803,Electronics,16227,13752.82774,2474.17226
2024-06-13 00:00:00,South,Tablet,Grace,8,1170,Electronics,9360,5709.500176,3650.499824
2024-08-12 00:00:00,North,Smartwatch,Hannah,3,1074,Accessories,3222,2279.866835,942.1331646
2024-11-02 00:00:00,East,Camera,Hannah,16,1838,Electronics,29408,24260.51003,5147.489967
2024-08-21 00:00:00,North,Tablet,Charlie,14,1337,Electronics,18718,16545.11263,2172.887374
2024-06-20 00:00:00,South,Mobile,Eva,9,857,Electronics,7713,5502.033727,2210.966273
2024-05-31 00:00:00,West,Headphones,Grace,11,1147,Accessories,12617,10871.00944,1745.990557
2024-11-10 00:00:00,West,Tablet,Hannah,3,420,Electronics,1260,904.8263137,355.1736863
2024-06-08 00:00:00,South,Printer,Hannah,5,373,Office,1865,1219.427244,645.5727561
2024-04-05 00:00:00,South,Printer,,10,655,Office,6550,3936.771673,2613.228327
2024-08-20 00:00:00,West,Printer,Alice,13,943,Office,12259,8569.706749,3689.293251
2024-06-28 00:00:00,North,Headphones,Charlie,4,1436,Accessories,5744,4098.588207,1645.411793
2024-04-22 00:00:00,North,Printer,Charlie,13,1486,Office,19318,17068.13413,2249.865873
2024-11-13 00:00:00,South,Smartwatch,David,12,767,Accessories,9204,6091.401181,3112.598819
2024-02-21 00:00:00,North,Tablet,,5,1099,Electronics,5495,3927.107322,1567.892678
2024-09-24 00:00:00,West,Monitor,Bob,10,479,Office,4790,2910.146485,1879.853515
2024-10-21 00:00:00,North,Printer,Alice,9,,Office,,,
2024-04-22 00:00:00,South,Laptop,Grace,7,1797,Electronics,12579,11000.86848,1578.131517
2024-04-10 00:00:00,West,Monitor,Grace,2,1593,Office,3186,2138.908975,1047.091025
2024-04-22 00:00:00,North,Headphones,Grace,7,845,Accessories,5915,4310.251824,1604.748176
2024-03-21 00:00:00,,Smartwatch,Alice,8,774,Accessories,6192,3942.036405,2249.963595
2024-07-05 00:00:00,West,Laptop,Hannah,7,215,Electronics,1505,1109.261197,395.7388032
2024-04-22 00:00:00,West,Laptop,Grace,14,704,Electronics,9856,6307.866997,3548.133003
2024-01-02 00:00:00,East,Laptop,Grace,19,,Electronics,,,
2024-05-09 00:00:00,East,Laptop,Eva,5,1919,Electronics,9595,7871.609543,1723.390457
2024-08-07 00:00:00,West,Monitor,Frank,18,478,Office,8604,6590.68837,2013.31163
2024-02-23 00:00:00,East,Monitor,Frank,12,1845,Office,22140,14912.74844,7227.25156
2024-12-08 00:00:00,South,Tablet,David,17,1329,Electronics,22593,15953.79381,6639.20619
2024-08-11 00:00:00,,Printer,David,13,565,Office,7345,5814.095028,1530.904972
2024-08-12 00:00:00,South,Camera,Grace,2,1855,Electronics,3710,2882.39778,827.60222
2024-05-05 00:00:00,West,Tablet,Eva,13,379,Electronics,4927,3158.366814,1768.633186
2024-05-09 00:00:00,East,Tablet,Grace,7,1771,Electronics,12397,10580.65159,1816.348413
2024-02-22 00:00:00,East,Smartwatch,David,10,717,Accessories,7170,5324.13135,1845.86865
2024-06-20 00:00:00,North,Smartwatch,Alice,6,217,Accessories,1302,844.6214191,457.3785809
2024-08-05 00:00:00,North,Printer,Alice,3,1360,Office,4080,2598.339688,1481.660312
2024-06-08 00:00:00,East,Camera,Hannah,3,408,Electronics,1224,1088.950612,135.0493884
2024-07-16 00:00:00,East,Smartwatch,Bob,18,1579,Accessories,28422,19453.73728,8968.262721
2024-09-03 00:00:00,East,Printer,Frank,11,1598,Office,17578,15338.17743,2239.822573
2024-11-19 00:00:00,West,Printer,,5,199,Office,995,719.5597117,275.4402883
2024-07-21 00:00:00,East,Monitor,Charlie,19,360,Office,6840,4895.910775,1944.089225
2024-07-02 00:00:00,North,,Frank,19,1092,Electronics,20748,16811.66228,3936.337721
2024-05-02 00:00:00,West,Monitor,Charlie,15,1428,Office,21420,12915.51001,8504.489993
2024-09-11 00:00:00,East,Camera,Bob,16,1477,Electronics,23632,16576.11947,7055.880527
2024-10-20 00:00:00,North,Smartwatch,Bob,9,385,Accessories,3465,2393.600218,1071.399782
2024-10-06 00:00:00,West,Camera,Grace,4,-10,Electronics,-40,-34.41717713,-5.582822869
2024-11-20 00:00:00,East,Tablet,David,15,1226,Electronics,18390,13953.17456,4436.825435
2024-04-07 00:00:00,East,Tablet,Bob,12,162,Electronics,1944,1379.017316,564.9826843
2024-07-16 00:00:00,East,Camera,Bob,3,786,Electronics,2358,1603.024504,754.9754959
2024-08-27 00:00:00,West,Mobile,Charlie,14,1405,Electronics,19670,15286.59838,4383.401618
2024-05-23 00:00:00,North,Mobile,David,17,1564,Electronics,26588,17162.60564,9425.394362
2024-04-06 00:00:00,North,Monitor,Bob,19,1416,Office,26904,18129.56793,8774.432072
2024-07-19 00:00:00,South,Camera,Frank,6,837,Electronics,5022,3455.556088,1566.443912
2024-05-03 00:00:00,East,Smartwatch,Hannah,4,1130,Accessories,4520,3536.324533,983.675467
2024-07-05 00:00:00,South,Monitor,Bob,7,738,Office,5166,3678.070535,1487.929465
2024-11-21 00:00:00,South,Headphones,Hannah,19,1035,Accessories,19665,14782.86858,4882.131421
2024-12-14 00:00:00,North,Mobile,David,17,1215,Electronics,20655,16423.4407,4231.559299
2024-09-15 00:00:00,West,Laptop,Grace,16,1313,Electronics,21008,18631.60614,2376.393863
2024-05-27 00:00:00,West,Monitor,Eva,,1994,Office,,,
2024-09-08 00:00:00,North,Tablet,David,8,575,Electronics,4600,3319.254357,1280.745643
2024-12-11 00:00:00,West,Monitor,Charlie,19,1634,Office,31046,25596.88718,5449.112818
2024-05-26 00:00:00,South,Camera,Eva,8,1585,Electronics,12680,11220.63666,1459.363336
2024-05-27 00:00:00,East,Laptop,Frank,18,152,Electronics,2736,2051.491552,684.5084481
2024-12-17 00:00:00,North,Camera,Alice,16,853,Electronics,13648,9869.538643,3778.461357
2024-07-17 00:00:00,East,Printer,Hannah,19,585,Office,11115,6929.153352,4185.846648
2024-11-03 00:00:00,West,Tablet,Hannah,10,1767,Electronics,17670,15332.45533,2337.544665
2024-05-07 00:00:00,East,Tablet,Hannah,17,1613,Electronics,27421,18479.84232,8941.157676
2024-02-08 00:00:00,West,Mobile,David,13,1487,Electronics,19331,11969.51103,7361.488969
2024-12-03 00:00:00,West,Monitor,Hannah,13,1235,Office,16055,12220.44059,3834.559407
2024-12-25 00:00:00,South,Mobile,Grace,7,508,Electronics,3556,3036.005742,519.9942577
2024-05-08 00:00:00,West,Laptop,Hannah,10,1130,Electronics,11300,8158.492839,3141.507161
2024-09-23 00:00:00,South,Monitor,Charlie,2,1865,Office,3730,3114.252499,615.7475009
2024-05-30 00:00:00,South,Printer,Frank,4,767,Office,3068,2610.618885,457.3811149
2024-10-24 00:00:00,South,Camera,Hannah,6,1320,Electronics,7920,5831.662856,2088.337144
2024-04-08 00:00:00,North,Printer,Hannah,18,934,Office,16812,13067.74097,3744.259029
2024-09-19 00:00:00,North,Tablet,Eva,6,975,Electronics,5850,4447.016084,1402.983916
2024-09-08 00:00:00,West,Laptop,Frank,17,1858,Electronics,31586,27851.23215,3734.767854
2024-05-23 00:00:00,South,Headphones,Hannah,14,,Accessories,,,
2024-12-11 00:00:00,North,Laptop,David,11,1101,Electronics,12111,10628.64803,1482.351966
2024-04-21 00:00:00,South,Smartwatch,Bob,19,349,Accessories,6631,4416.265849,2214.734151
2024-02-29 00:00:00,East,Laptop,Grace,2,1718,Electronics,3436,2381.392147,1054.607853
2024-01-02 00:00:00,East,Printer,David,3,1363,Office,4089,2540.389558,1548.610442
2024-10-30 00:00:00,East,Smartwatch,Alice,11,479,Accessories,5269,3951.604507,1317.395493
2024-09-10 00:00:00,,Smartwatch,David,6,971,Accessories,5826,5023.043807,802.9561932
2024-05-19 00:00:00,South,Monitor,Eva,14,934,Office,13076,9127.754224,3948.245776
2024-02-06 00:00:00,East,Monitor,Eva,19,1594,Office,30286,19337.14557,10948.85443
2024-06-08 00:00:00,North,Smartwatch,Hannah,16,874,Accessories,13984,8677.545729,5306.454271
2024-01-09 00:00:00,East,Headphones,David,7,1018,Accessories,7126,5232.266083,1893.733917
2024-08-20 00:00:00,East,Monitor,Eva,8,,Office,,,
2024-04-08 00:00:00,East,Laptop,Bob,19,554,Electronics,10526,7408.527302,3117.472698
2024-05-26 00:00:00,West,Printer,Frank,16,465,Office,7440,6294.194932,1145.805068
2024-10-30 00:00:00,North,Laptop,David,7,1413,Electronics,9891,7074.183799,2816.816201
2024-07-26 00:00:00,South,Headphones,Grace,9,1997,Accessories,17973,14072.163,3900.836996
2024-05-10 00:00:00,North,Tablet,Bob,13,502,Electronics,6526,4898.728957,1627.271043
2024-05-31 00:00:00,South,tabllet,Hannah,1,157,Electronics,157,128.0429181,28.9570819
2024-02-23 00:00:00,West,Printer,Frank,8,620,Office,4960,3208.373459,1751.626541
2024-04-29 00:00:00,West,Monitor,Grace,4,,Office,,,
2024-06-09 00:00:00,West,Printer,Hannah,3,1238,Office,3714,2945.535663,768.464337
2024-04-25 00:00:00,West,Laptop,Grace,3,309,Electronics,927,631.5522328,295.4477672
2024-03-15 00:00:00,South,Mobile,Hannah,13,1164,Electronics,15132,9638.722533,5493.277467
2024-04-22 00:00:00,East,Camera,Grace,8,915,Electronics,7320,4720.797339,2599.202661
2024-04-13 00:00:00,South,Camera,Frank,7,272,Electronics,1904,1589.457064,314.5429362
2024-12-05 00:00:00,North,Monitor,Bob,1,333,Office,333,258.5521943,74.44780567
2024-09-10 00:00:00,West,Headphones,Grace,16,,Accessories,,,
2024-08-14 00:00:00,West,Camera,Grace,6,1713,Electronics,10278,7193.266469,3084.733531
2024-04-21 00:00:00,North,Printer,Charlie,7,1743,Office,12201,10452.93102,1748.068976
2024-04-08 00:00:00,South,Camera,David,12,892,Electronics,10704,9231.437416,1472.562584
2024-06-01 00:00:00,East,Tablet,Frank,9,1526,Electronics,13734,10635.31585,3098.684149
2024-12-14 00:00:00,East,Tablet,Hannah,11,1162,Electronics,12782,9680.616674,3101.383326
2024-12-31 00:00:00,North,Monitor,Frank,10,218,Office,2180,1841.95702,338.0429805
2024-12-03 00:00:00,East,Tablet,Eva,1,434,Electronics,434,357.9634404,76.03655959
2024-07-12 00:00:00,South,Camera,Hannah,18,1459,Electronics,26262,18911.20199,7350.798011
