Date,Region,Product,Salesperson,Units_Sold,Unit_Price,Category,Revenue,Cost,Profit,Year,Month
2024-08-01,North,Smartwatch,Frank,19.0,1272.0,Accessories,24168.0,16772.52844,7395.471560000002,2024,August
2024-08-14,North,Headphones,Grace,17.0,471.0,Accessories,8007.0,5736.047945,2270.9520549999997,2024,August
2024-04-10,North,Smartwatch,Alice,13.0,1603.0,Accessories,20839.0,12504.49727,8334.50273,2024,April
2024-09-13,North,Smartwatch,Frank,1.0,1274.0,Accessories,1274.0,1101.736705,172.26329499999997,2024,September
2024-01-05,North,Headphones,Frank,4.0,1264.0,Accessories,5056.0,3371.382277,1684.6177229999998,2024,January
2024-08-05,North,Camera,Bob,13.0,1192.0,Electronics,15496.0,9822.497583,5673.502417,2024,August
2024-09-11,North,Tablet,David,17.0,1383.0,Electronics,23511.0,18918.36553,4592.634470000001,2024,September
2024-12-24,East,Printer,Bob,11.0,945.0,Office,10395.0,7611.343041,2783.656959,2024,December
2024-10-09,North,Monitor,Hannah,2.0,620.0,Office,1240.0,1040.331828,199.6681719999999,2024,October
2024-07-25,East,Tablet,Alice,16.0,1756.0,Electronics,28096.0,24118.54706,3977.452939999999,2024,July
2024-01-15,West,Smartwatch,Grace,2.0,470.0,Accessories,940.0,802.5688634,137.43113659999995,2024,January
2024-12-11,South,Mobile,Charlie,19.0,1542.0,Electronics,29298.0,20329.96323,8968.036769999999,2024,December
2024-02-11,North,Tablet,Charlie,19.0,200.0,Electronics,3800.0,2856.322369,943.677631,2024,February
2024-06-27,South,Camera,Grace,16.0,760.0,Electronics,12160.0,9667.717048,2492.2829519999996,2024,June
2024-03-03,South,Smartwatch,David,19.0,1781.0,Accessories,33839.0,23572.07571,10266.924289999999,2024,March
2024-08-18,South,Headphones,Frank,1.0,1067.0,Accessories,1067.0,798.8621688,268.13783120000005,2024,August
2024-08-28,East,Camera,David,10.0,342.0,Electronics,3420.0,2065.15161,1354.84839,2024,August
2024-02-21,South,Smartwatch,Frank,19.0,852.0,Accessories,16188.0,14329.51541,1858.48459,2024,February
2024-08-09,South,Tablet,Charlie,2.0,948.0,Electronics,1896.0,1246.815161,649.184839,2024,August
2024-08-18,North,Printer,David,16.0,654.0,Office,10464.0,7181.145234,3282.8547660000004,2024,August
2024-08-24,North,Headphones,Hannah,12.0,1218.0,Accessories,14616.0,13079.15047,1536.8495299999995,2024,August
2024-06-19,East,Laptop,Frank,18.0,1641.0,Electronics,29538.0,24667.6773,4870.322700000001,2024,June
2024-01-29,North,Monitor,Eva,2.0,313.0,Office,626.0,459.511945,166.48805499999997,2024,January
2024-02-05,East,Headphones,Eva,13.0,817.0,Accessories,10621.0,9125.868843,1495.1311569999998,2024,February
2024-01-13,North,Laptop,Bob,6.0,166.0,Electronics,996.0,807.8815482,188.1184518,2024,January
2024-06-08,West,Camera,Eva,6.0,495.0,Electronics,2970.0,1802.412863,1167.587137,2024,June
2024-07-05,South,Headphones,Frank,16.0,1135.0,Accessories,18160.0,13935.94213,4224.057870000001,2024,July
2024-08-30,East,Camera,Bob,11.0,1360.0,Electronics,14960.0,13132.66911,1827.3308899999993,2024,August
2024-03-26,North,Laptop,David,7.0,1957.0,Electronics,13699.0,8638.712258,5060.287742,2024,March
2024-10-10,North,Tablet,Frank,10.0,869.0,Electronics,8690.0,6781.230736,1908.7692639999996,2024,October
2024-03-06,East,Tablet,Bob,10.0,1522.0,Electronics,15220.0,10511.73896,4708.261039999999,2024,March
2024-02-14,West,Monitor,Hannah,9.0,1024.0,Office,9216.0,7645.140937,1570.8590629999999,2024,February
2024-03-02,South,Headphones,David,15.0,1972.0,Accessories,29580.0,21028.74196,8551.25804,2024,March
2024-05-13,East,Headphones,Hannah,4.0,1603.0,Accessories,6412.0,4168.639646,2243.3603540000004,2024,May
2024-10-10,East,Headphones,Charlie,8.0,746.0,Accessories,5968.0,3601.38597,2366.61403,2024,October
2024-01-28,North,Monitor,Frank,9.0,321.0,Office,2889.0,2271.737228,617.262772,2024,January
2024-04-17,East,Camera,David,13.0,1279.0,Electronics,16627.0,12001.98616,4625.01384,2024,April
2024-02-13,West,Printer,Hannah,9.0,753.0,Office,6777.0,4706.131426,2070.868574,2024,February
2024-12-05,North,Printer,Eva,4.0,527.0,Office,2108.0,1888.031649,219.96835099999998,2024,December
2024-10-12,North,Mobile,Hannah,17.0,1281.0,Electronics,21777.0,16111.55319,5665.4468099999995,2024,October
2024-11-26,North,Headphones,Bob,16.0,1076.0,Accessories,17216.0,14202.36993,3013.6300699999993,2024,November
2024-05-07,North,Camera,Frank,15.0,1539.0,Electronics,23085.0,15079.6697,8005.3303,2024,May
2024-08-18,North,Laptop,Hannah,5.0,1449.0,Electronics,7245.0,5254.572353,1990.4276470000004,2024,August
2024-07-08,East,Camera,David,5.0,470.0,Electronics,2350.0,1879.293709,470.70629099999996,2024,July
2024-08-12,West,Monitor,David,15.0,1467.0,Office,22005.0,16547.31129,5457.6887099999985,2024,August
2024-10-09,South,Printer,Grace,18.0,1385.0,Office,24930.0,21617.79714,3312.2028600000012,2024,October
2024-04-30,South,Printer,Hannah,15.0,1406.0,Office,21090.0,15399.78735,5690.2126499999995,2024,April
2024-04-25,East,Tablet,Frank,2.0,949.0,Electronics,1898.0,1315.885002,582.114998,2024,April
2024-08-20,East,Tablet,Frank,13.0,955.0,Electronics,12415.0,10860.82329,1554.1767099999997,2024,August
2024-09-15,West,Monitor,Charlie,4.0,328.0,Office,1312.0,947.3173769,364.6826231,2024,September
2024-12-24,South,Laptop,Grace,10.0,379.0,Electronics,3790.0,2580.589619,1209.4103810000001,2024,December
2024-07-16,South,Tablet,Hannah,13.0,1993.0,Electronics,25909.0,16304.49025,9604.50975,2024,July
2024-11-13,South,Laptop,Charlie,9.0,1803.0,Electronics,16227.0,13752.82774,2474.1722599999994,2024,November
2024-06-13,South,Tablet,Grace,8.0,1170.0,Electronics,9360.0,5709.500176,3650.4998240000004,2024,June
2024-08-12,North,Smartwatch,Hannah,3.0,1074.0,Accessories,3222.0,2279.866835,942.1331650000002,2024,August
2024-11-02,East,Camera,Hannah,16.0,1838.0,Electronics,29408.0,24260.51003,5147.489969999999,2024,November
2024-08-21,North,Tablet,Charlie,14.0,1337.0,Electronics,18718.0,16545.11263,2172.8873700000004,2024,August
2024-06-20,South,Mobile,Eva,9.0,857.0,Electronics,7713.0,5502.033727,2210.966273,2024,June
2024-05-31,West,Headphones,Grace,11.0,1147.0,Accessories,12617.0,10871.00944,1745.9905600000002,2024,May
2024-11-10,West,Tablet,Hannah,3.0,420.0,Electronics,1260.0,904.8263137,355.1736863,2024,November
2024-06-08,South,Printer,Hannah,5.0,373.0,Office,1865.0,1219.427244,645.572756,2024,June
2024-08-20,West,Printer,Alice,13.0,943.0,Office,12259.0,8569.706749,3689.293250999999,2024,August
2024-06-28,North,Headphones,Charlie,4.0,1436.0,Accessories,5744.0,4098.588207,1645.4117930000002,2024,June
2024-04-22,North,Printer,Charlie,13.0,1486.0,Office,19318.0,17068.13413,2249.8658700000015,2024,April
2024-11-13,South,Smartwatch,David,12.0,767.0,Accessories,9204.0,6091.401181,3112.598819,2024,November
2024-09-24,West,Monitor,Bob,10.0,479.0,Office,4790.0,2910.146485,1879.8535149999998,2024,September
2024-04-22,South,Laptop,Grace,7.0,1797.0,Electronics,12579.0,11000.86848,1578.1315200000008,2024,April
2024-04-10,West,Monitor,Grace,2.0,1593.0,Office,3186.0,2138.908975,1047.0910250000002,2024,April
2024-04-22,North,Headphones,Grace,7.0,845.0,Accessories,5915.0,4310.251824,1604.748176,2024,April
2024-07-05,West,Laptop,Hannah,7.0,215.0,Electronics,1505.0,1109.261197,395.73880299999996,2024,July
2024-04-22,West,Laptop,Grace,14.0,704.0,Electronics,9856.0,6307.866997,3548.133003,2024,April
2024-05-09,East,Laptop,Eva,5.0,1919.0,Electronics,9595.0,7871.609543,1723.3904570000004,2024,May
2024-08-07,West,Monitor,Frank,18.0,478.0,Office,8604.0,6590.68837,2013.3116300000002,2024,August
2024-02-23,East,Monitor,Frank,12.0,1845.0,Office,22140.0,14912.74844,7227.251560000001,2024,February
2024-12-08,South,Tablet,David,17.0,1329.0,Electronics,22593.0,15953.79381,6639.206190000001,2024,December
2024-08-12,South,Camera,Grace,2.0,1855.0,Electronics,3710.0,2882.39778,827.6022200000002,2024,August
2024-05-05,West,Tablet,Eva,13.0,379.0,Electronics,4927.0,3158.366814,1768.633186,2024,May
2024-05-09,East,Tablet,Grace,7.0,1771.0,Electronics,12397.0,10580.65159,1816.3484100000005,2024,May
2024-02-22,East,Smartwatch,David,10.0,717.0,Accessories,7170.0,5324.13135,1845.8686500000003,2024,February
2024-06-20,North,Smartwatch,Alice,6.0,217.0,Accessories,1302.0,844.6214191,457.3785809,2024,June
2024-08-05,North,Printer,Alice,3.0,1360.0,Office,4080.0,2598.339688,1481.660312,2024,August
2024-06-08,East,Camera,Hannah,3.0,408.0,Electronics,1224.0,1088.950612,135.0493879999999,2024,June
2024-07-16,East,Smartwatch,Bob,18.0,1579.0,Accessories,28422.0,19453.73728,8968.262719999999,2024,July
2024-09-03,East,Printer,Frank,11.0,1598.0,Office,17578.0,15338.17743,2239.8225700000003,2024,September
2024-07-21,East,Monitor,Charlie,19.0,360.0,Office,6840.0,4895.910775,1944.0892249999997,2024,July
2024-05-02,West,Monitor,Charlie,15.0,1428.0,Office,21420.0,12915.51001,8504.48999,2024,May
2024-09-11,East,Camera,Bob,16.0,1477.0,Electronics,23632.0,16576.11947,7055.8805299999985,2024,September
2024-10-20,North,Smartwatch,Bob,9.0,385.0,Accessories,3465.0,2393.600218,1071.399782,2024,October
2024-10-06,West,Camera,Grace,4.0,-10.0,Electronics,-40.0,-34.41717713,-5.582822870000001,2024,October
2024-11-20,East,Tablet,David,15.0,1226.0,Electronics,18390.0,13953.17456,4436.8254400000005,2024,November
2024-04-07,East,Tablet,Bob,12.0,162.0,Electronics,1944.0,1379.017316,564.9826840000001,2024,April
2024-07-16,East,Camera,Bob,3.0,786.0,Electronics,2358.0,1603.024504,754.975496,2024,July
2024-08-27,West,Mobile,Charlie,14.0,1405.0,Electronics,19670.0,15286.59838,4383.401620000001,2024,August
2024-05-23,North,Mobile,David,17.0,1564.0,Electronics,26588.0,17162.60564,9425.394359999998,2024,May
2024-04-06,North,Monitor,Bob,19.0,1416.0,Office,26904.0,18129.56793,8774.432069999999,2024,April
2024-07-19,South,Camera,Frank,6.0,837.0,Electronics,5022.0,3455.556088,1566.4439120000002,2024,July
2024-05-03,East,Smartwatch,Hannah,4.0,1130.0,Accessories,4520.0,3536.324533,983.675467,2024,May
2024-07-05,South,Monitor,Bob,7.0,738.0,Office,5166.0,3678.070535,1487.9294650000002,2024,July
2024-11-21,South,Headphones,Hannah,19.0,1035.0,Accessories,19665.0,14782.86858,4882.13142,2024,November
2024-12-14,North,Mobile,David,17.0,1215.0,Electronics,20655.0,16423.4407,4231.559300000001,2024,December
2024-09-15,West,Laptop,Grace,16.0,1313.0,Electronics,21008.0,18631.60614,2376.39386,2024,September
2024-09-08,North,Tablet,David,8.0,575.0,Electronics,4600.0,3319.254357,1280.7456430000002,2024,September
2024-12-11,West,Monitor,Charlie,19.0,1634.0,Office,31046.0,25596.88718,5449.1128199999985,2024,December
2024-05-26,South,Camera,Eva,8.0,1585.0,Electronics,12680.0,11220.63666,1459.3633399999999,2024,May
2024-05-27,East,Laptop,Frank,18.0,152.0,Electronics,2736.0,2051.491552,684.508448,2024,May
2024-12-17,North,Camera,Alice,16.0,853.0,Electronics,13648.0,9869.538643,3778.461357,2024,December
2024-07-17,East,Printer,Hannah,19.0,585.0,Office,11115.0,6929.153352,4185.846648,2024,July
2024-11-03,West,Tablet,Hannah,10.0,1767.0,Electronics,17670.0,15332.45533,2337.5446699999993,2024,November
2024-05-07,East,Tablet,Hannah,17.0,1613.0,Electronics,27421.0,18479.84232,8941.15768,2024,May
2024-02-08,West,Mobile,David,13.0,1487.0,Electronics,19331.0,11969.51103,7361.48897,2024,February
2024-12-03,West,Monitor,Hannah,13.0,1235.0,Office,16055.0,12220.44059,3834.55941,2024,December
2024-12-25,South,Mobile,Grace,7.0,508.0,Electronics,3556.0,3036.005742,519.9942580000002,2024,December
2024-05-08,West,Laptop,Hannah,10.0,1130.0,Electronics,11300.0,8158.492839,3141.5071610000005,2024,May
2024-09-23,South,Monitor,Charlie,2.0,1865.0,Office,3730.0,3114.252499,615.7475009999998,2024,September
2024-05-30,South,Printer,Frank,4.0,767.0,Office,3068.0,2610.618885,457.38111500000014,2024,May
2024-10-24,South,Camera,Hannah,6.0,1320.0,Electronics,7920.0,5831.662856,2088.337144,2024,October
2024-04-08,North,Printer,Hannah,18.0,934.0,Office,16812.0,13067.74097,3744.2590299999993,2024,April
2024-09-19,North,Tablet,Eva,6.0,975.0,Electronics,5850.0,4447.016084,1402.9839160000001,2024,September
2024-09-08,West,Laptop,Frank,17.0,1858.0,Electronics,31586.0,27851.23215,3734.76785,2024,September
2024-12-11,North,Laptop,David,11.0,1101.0,Electronics,12111.0,10628.64803,1482.3519699999997,2024,December
2024-04-21,South,Smartwatch,Bob,19.0,349.0,Accessories,6631.0,4416.265849,2214.7341509999997,2024,April
2024-02-29,East,Laptop,Grace,2.0,1718.0,Electronics,3436.0,2381.392147,1054.607853,2024,February
2024-01-02,East,Printer,David,3.0,1363.0,Office,4089.0,2540.389558,1548.6104420000001,2024,January
2024-10-30,East,Smartwatch,Alice,11.0,479.0,Accessories,5269.0,3951.604507,1317.395493,2024,October
2024-05-19,South,Monitor,Eva,14.0,934.0,Office,13076.0,9127.754224,3948.2457759999998,2024,May
2024-02-06,East,Monitor,Eva,19.0,1594.0,Office,30286.0,19337.14557,10948.85443,2024,February
2024-06-08,North,Smartwatch,Hannah,16.0,874.0,Accessories,13984.0,8677.545729,5306.4542710000005,2024,June
2024-01-09,East,Headphones,David,7.0,1018.0,Accessories,7126.0,5232.266083,1893.7339169999996,2024,January
2024-04-08,East,Laptop,Bob,19.0,554.0,Electronics,10526.0,7408.527302,3117.4726979999996,2024,April
2024-05-26,West,Printer,Frank,16.0,465.0,Office,7440.0,6294.194932,1145.8050679999997,2024,May
2024-10-30,North,Laptop,David,7.0,1413.0,Electronics,9891.0,7074.183799,2816.8162009999996,2024,October
2024-07-26,South,Headphones,Grace,9.0,1997.0,Accessories,17973.0,14072.163,3900.8369999999995,2024,July
2024-05-10,North,Tablet,Bob,13.0,502.0,Electronics,6526.0,4898.728957,1627.2710429999997,2024,May
2024-05-31,South,Tablet,Hannah,1.0,157.0,Electronics,157.0,128.0429181,28.95708189999999,2024,May
2024-02-23,West,Printer,Frank,8.0,620.0,Office,4960.0,3208.373459,1751.626541,2024,February
2024-06-09,West,Printer,Hannah,3.0,1238.0,Office,3714.0,2945.535663,768.4643369999999,2024,June
2024-04-25,West,Laptop,Grace,3.0,309.0,Electronics,927.0,631.5522328,295.44776720000004,2024,April
2024-03-15,South,Mobile,Hannah,13.0,1164.0,Electronics,15132.0,9638.722533,5493.277467,2024,March
2024-04-22,East,Camera,Grace,8.0,915.0,Electronics,7320.0,4720.797339,2599.2026610000003,2024,April
2024-04-13,South,Camera,Frank,7.0,272.0,Electronics,1904.0,1589.457064,314.54293600000005,2024,April
